ii                            mean         std         2.5q         25q         50q         75q      97.5q       mc_err
alpha_subj(0.2).42        -1.41543    0.347342     -2.03164    -1.66471    -1.42201    -1.19745  -0.684558     0.020456
alpha_subj(0.0).43        -9.50626     1.76907     -14.0206    -10.4046    -9.12228    -8.26204    -7.0675    0.0584365
alpha_subj(0.2).43       -0.373027    0.259882    -0.839022   -0.551101   -0.384964   -0.213164    0.16673   0.00835886
alpha_subj(0.0).44       -0.703079    0.568149     -1.53328    -1.08904   -0.795133   -0.399032   0.718821     0.029627
alpha_subj(0.2).44          3.4416     2.25101      1.27133     1.98777     2.67688      4.0354    9.76506    0.0801211
alpha_subj(0.0).45        0.356665    0.279642    -0.151519    0.176398    0.346414    0.523433   0.958276   0.00921791
alpha_subj(0.2).45         5.52677     2.73899      1.99056     3.42188     4.94626     7.06203    12.1319    0.0925446
alpha_subj(0.0).46         4.88212     2.59643      1.43285     2.95455     4.34309     6.09782    11.4704    0.0923752
alpha_subj(0.2).46         4.67736     2.82875      1.41775     2.60473     3.80399     6.14476    11.9047     0.115504
alpha_subj(0.0).47          2.1457     1.73642     0.537153     1.15733     1.65649     2.36498    7.59782    0.0627379
alpha_subj(0.2).47         6.00495     2.72319      2.16789     3.98383     5.54024      7.4419    12.4358     0.091157
alpha_subj(0.0).48         1.32485    0.921579     0.364231     0.86303     1.17571     1.52323    3.17942    0.0325625
alpha_subj(0.2).48       0.0572286    0.310491    -0.487342   -0.162976   0.0321229    0.245726   0.751635    0.0137107
alpha_subj(1.0).1          5.38458     2.81776      1.79105     3.20519     4.73052     7.03613    12.0471    0.0944112
alpha_subj(1.1).1          5.47266     3.00918     0.820605     3.42792     5.02454      7.1448    12.5682     0.090677
alpha_subj(1.2).1            3.152     3.01585   -0.0377106    0.892569     1.99289     4.73719    10.8235     0.118002
alpha_subj(1.0).2          1.16287     4.73904     -7.28154    -2.17781    0.850295     4.32694    11.1357     0.163523
alpha_subj(1.1).2       -0.0461238     5.34879     -8.96609    -4.60696   0.0477441     3.77348    10.8205      0.28265
alpha_subj(1.2).2         0.231086     5.62813      -9.1815    -4.40095   -0.277147     4.52613    11.1888     0.252282
alpha_subj(1.0).3           2.2247     2.93403    -0.554592    0.294165      1.1327     3.09821    10.7083     0.123616
alpha_subj(1.1).3          3.75548     2.80932     0.719484     1.67528     2.74054     5.30361    10.7692    0.0938909
alpha_subj(1.2).3          5.96565      2.8798      1.60379      3.7936     5.59647     7.72418    12.3321    0.0810001
alpha_subj(1.0).4         0.447549     1.51033     -1.08772   -0.293023    0.154507    0.675759     4.5174    0.0488007
alpha_subj(1.1).4        -0.104065    0.490655     -1.04478   -0.430093   -0.115397    0.208135   0.909302    0.0146282
alpha_subj(1.2).4          0.93505    0.430255     0.211097    0.638906    0.893361     1.17136    1.93259    0.0123382
alpha_subj(1.0).5          -2.0895    0.301824     -2.56228     -2.2962     -2.1237    -1.93043   -1.41107    0.0142716
alpha_subj(1.1).5          1.78599     1.61394     0.461055     1.00075     1.35433     1.88185    7.42299    0.0661179
alpha_subj(1.2).5          5.06567      3.2504      1.20612     2.58004     4.27973     6.73679    13.2062     0.103991
alpha_subj(1.0).6          2.98783     2.61704     0.524051     1.29348     1.97194     3.76743    10.4316    0.0983446
alpha_subj(1.1).6          3.56608     2.75751     0.693579     1.52597     2.53286     4.94343    10.5665     0.105095
alpha_subj(1.2).6          4.67223     3.13306     0.778451     2.21939       3.914     6.46898    12.2325     0.102494
alpha_subj(1.0).7          6.13841     2.83224      2.04814     4.04275     5.66221     7.75104    12.9195    0.0840339
alpha_subj(1.1).7          5.26111       2.753      1.76849      3.1403     4.59179     6.81334    12.1543    0.0867248
alpha_subj(1.2).7           1.9705     5.18183     -7.89871     -1.7745     2.26724     5.54631    12.0712      0.19955
alpha_subj(1.0).8          1.98227     5.27101      -7.8639    -2.17677     2.60801      5.5544    11.3116     0.215211
alpha_subj(1.1).8         -4.47725     3.39171     -9.49449    -5.67068    -4.75745    -4.13527    7.21093     0.285232
alpha_subj(1.2).8          6.11564       2.949      1.71986     3.89758     5.68156     7.77833    12.8752    0.0856064
alpha_subj(1.0).9          1.05628    0.798756      0.12359    0.649204    0.932208      1.2999    2.66514    0.0285385
alpha_subj(1.1).9          5.01192     2.91978      1.47921     2.79261     4.34391     6.56811     12.159    0.0993244
alpha_subj(1.2).9          3.40074     2.80373     0.832996     1.58787     2.33644      4.1678     11.492     0.113698
alpha_subj(1.0).10         1.77009     4.41189     -5.62654    -1.48314     1.37612     4.84231    10.9718     0.161961
alpha_subj(1.1).10        0.796997     5.54905     -9.16581    -3.91633     1.39785     4.64363    11.2084     0.267337
alpha_subj(1.2).10        0.621875        5.69     -9.30893    -4.16512    0.877997     4.77327    11.3907     0.268267
alpha_subj(1.0).11         5.60803     2.61228      2.11211     3.59399     5.12544     7.09806    11.9741    0.0899666
alpha_subj(1.1).11         6.22972     2.69748      2.41254     4.24351     5.71196     7.70996    12.8482    0.0896393
alpha_subj(1.2).11         5.16153     2.80367      1.76958     2.97008      4.4064      6.7729     11.659      0.09131
alpha_subj(1.0).12         5.30554     2.97368     0.828799     3.11975     4.83424     7.06592     12.178     0.083302
alpha_subj(1.1).12          1.8553     4.83381     -7.85487    -1.24888     2.20253     5.20138    10.9397     0.201198
alpha_subj(1.2).12          1.4115     5.55927      -8.6128    -3.08985     1.94499     5.22601    12.0675     0.251997
alpha_subj(1.0).13         4.41469     3.04473     0.189948     2.04988     3.88802     6.31034    11.2297    0.0828174
alpha_subj(1.1).13      -0.0413819     1.00433     -1.39175   -0.718474   -0.124695    0.501895    1.80958    0.0662543
alpha_subj(1.2).13        0.707886    0.391025    0.0711925    0.455756    0.677076    0.920926     1.4757    0.0102227
alpha_subj(1.0).14         6.07199     2.86569      2.21381     3.93031     5.46916     7.63126    13.1479     0.092492
alpha_subj(1.1).14          2.5253     1.84759      1.04333     1.59243     1.98295     2.62212    8.35374    0.0801836
alpha_subj(1.2).14         3.73884     2.74664     0.917721     1.77971     2.68617     5.05828    10.9658     0.110452
alpha_subj(1.0).15         4.87875     3.28613    -0.482155     2.54607     4.50218     6.79033    12.3286     0.106696
alpha_subj(1.1).15         3.78658     3.11694    -0.104993     1.42223     2.92932     5.62908      11.39     0.107059
alpha_subj(1.2).15         5.64147     2.92402      1.66969     3.33531     5.05379     7.46088    12.4868    0.0800369
alpha_subj(1.0).16         5.87393     2.76884      1.94553     3.82777      5.3226     7.44539    12.4475    0.0866088
alpha_subj(1.1).16         5.74704     2.87207      1.98515     3.51683     5.20738      7.3803    12.9388    0.0852426
alpha_subj(1.2).16         6.39601     2.77589      2.53516      4.3168     5.84046     7.92506    13.1087     0.080159
alpha_subj(1.0).17        0.229948    0.334745    -0.365524  0.00021314    0.210196    0.436553   0.944968   0.00988541
alpha_subj(1.1).17       -0.160091    0.502175    -0.990592   -0.491568   -0.192405    0.135038   0.839094    0.0168058
alpha_subj(1.2).17        0.750256    0.382874     0.119445    0.491613    0.715934     0.96597    1.61681     0.011527
alpha_subj(1.0).18       -0.106458    0.741322      -1.0016   -0.537255   -0.205378    0.169614    1.20852    0.0402072
alpha_subj(1.1).18          1.1269     1.40581   -0.0468203    0.502515    0.832818     1.28438    4.65049    0.0598927
alpha_subj(1.2).18          2.5718      2.4584     0.462895     1.15222     1.67268     2.84923    9.74499      0.10307
alpha_subj(1.0).19          5.7681     2.94641      1.97983     3.63338     5.10584     7.33038    13.0626     0.100839
alpha_subj(1.1).19         2.19221     2.19623     0.293358    0.969654     1.49139     2.36358    9.03245    0.0970992
alpha_subj(1.2).19        0.607567     1.16917    -0.374438    0.107576     0.41734    0.832157    2.42111    0.0617835
alpha_subj(1.0).20         3.14572     4.31132     -5.17421    0.577304     3.04555     5.70722    12.3333      0.13053
alpha_subj(1.1).20        -1.06011     5.51704     -9.62411    -5.30502    -1.98739     3.23253    10.2123     0.292032
alpha_subj(1.2).20         2.55275     4.98191      -7.0103    -1.05105     2.93528     5.96902    11.9296     0.196032
alpha_subj(1.0).21         7.09604     2.62028      3.41856     5.13367      6.5825     8.57568    13.4654     0.078162
alpha_subj(1.1).21        0.875363    0.731985    0.0665001     0.48964    0.755197     1.08862    2.37583    0.0310504
alpha_subj(1.2).21         6.76323     2.81036      2.95005     4.67806     6.28719     8.19883    13.5547    0.0936758
alpha_subj(1.0).22       -0.366766    0.294063    -0.847545   -0.570653   -0.405094    -0.20452   0.323577    0.0182165
alpha_subj(1.1).22         6.83532     2.62883      3.14304     4.90275     6.37294     8.24179    13.1345    0.0875528
alpha_subj(1.2).22        0.495877    0.391751    -0.238507    0.240525    0.474672    0.726275    1.33677    0.0114585
alpha_subj(1.0).23        -8.07552      1.8054     -12.5909    -8.90557    -7.71817    -6.81489   -5.67047    0.0709779
alpha_subj(1.1).23           1.156     1.87053    -0.523478    0.126107    0.606169     1.36558     6.9903    0.0704538
alpha_subj(1.2).23         6.29193     2.91631       2.1337     4.09232     5.80118     7.90974    13.1072    0.0921079
alpha_subj(1.0).24         4.99204     2.83436      1.52117     2.74363     4.26152     6.65999    11.8969    0.0966143
alpha_subj(1.1).24         5.87719     2.78662      2.26933     3.75358     5.34403     7.48319    12.5339    0.0916879
alpha_subj(1.2).24         5.03242     2.71873      1.95584      3.0043      4.2325     6.40089    12.0342    0.0810871
alpha_subj(1.0).25          2.5228     4.70235     -5.78742    -1.01869     2.63274     5.72414    11.6584     0.180355
alpha_subj(1.1).25        0.351521     2.74152     -2.96776    -1.09634   -0.373313    0.684747    8.42093     0.128572
alpha_subj(1.2).25         5.58558     3.17918      1.33751     3.14839     4.98725     7.43588    13.3099     0.106791
alpha_subj(1.0).26        -0.13701    0.728797     -0.92029   -0.491938   -0.232625   0.0719237    1.07685    0.0340246
alpha_subj(1.1).26         5.91116     2.75766      2.07882     3.77717     5.37887      7.5168    12.3582    0.0821802
alpha_subj(1.2).26         6.37328     2.89853      2.42611      4.1163     5.81896     8.11212    13.0509    0.0900442
alpha_subj(1.0).27        -3.79102     0.58426     -5.00165    -4.07292    -3.75962    -3.43696    -2.8353    0.0231606
alpha_subj(1.1).27         1.55795     4.95228     -7.64707    -2.06835     1.65387     4.89603    11.6351      0.16772
alpha_subj(1.2).27         1.08887     5.67251     -8.90512    -3.74905     1.49111     5.15105    12.1194      0.24439
alpha_subj(1.0).28         6.76346     2.60263      3.12642     4.87357     6.22611     8.30058    12.9741    0.0842472
alpha_subj(1.1).28         2.87082     2.35121     0.611481     1.39072     2.03597     3.46441    9.79224    0.0909728
alpha_subj(1.2).28         1.84685     1.76478     0.505823     0.98977     1.38642     1.90779    7.54039    0.0754791
alpha_subj(1.0).29         6.50659     2.66277      2.74717     4.56464     5.99451     7.99133    12.7981    0.0850392
alpha_subj(1.1).29         4.85927     2.92204     0.850955     2.65815     4.28036     6.58138    11.6598    0.0884706
alpha_subj(1.2).29         2.74828     4.62077      -5.2393   -0.703128     2.46252     5.63395    12.4104     0.156299
alpha_subj(1.0).30         6.19417     2.71567      2.44648     4.08272     5.77496     7.77093    12.8803     0.076318
alpha_subj(1.1).30         6.51969     2.54555      2.93493     4.59066     6.04431     8.04146    12.3358    0.0853125
alpha_subj(1.2).30         6.22305     2.91598      2.19375     4.02562     5.65495     7.75335     13.624    0.0925479
alpha_subj(1.0).31         1.19239     1.12033     0.211981    0.686671    0.974236     1.36531    3.65143     0.053908
alpha_subj(1.1).31         0.12089    0.322302    -0.453811   -0.110185    0.107989    0.330366   0.797064    0.0129416
alpha_subj(1.2).31        0.714623    0.466001    0.0567881    0.453867    0.669047    0.912629    1.52972    0.0156869
alpha_subj(1.0).32        -1.35804     5.99849     -10.7217    -6.26172     -2.5197       3.573    9.90595     0.440351
alpha_subj(1.1).32         2.06021     4.07827     -5.28595   -0.533319     1.63226     4.56897    10.8747     0.135345
alpha_subj(1.2).32        0.346585     5.25599     -8.36465    -3.77224   -0.202888      4.3828    10.9058     0.229623
alpha_subj(1.0).33         3.94898       3.255    -0.326773     1.41414     3.22873     5.75363    12.0781      0.10084
alpha_subj(1.0).34        0.702638     5.31882     -8.51928    -3.65412     1.10947     4.56124    11.1768     0.233046
alpha_subj(1.0).35         3.08436      3.2953    -0.388315    0.553044     1.92326      4.8166    11.5641     0.170883
alpha_subj(1.0).36         3.74313     2.71771      1.07303     1.88146     2.69838     4.76505    11.1745     0.100812
alpha_subj(1.0).37         6.00631     2.75384      2.29491     3.90611     5.41946     7.56648    12.5255    0.0861333
alpha_subj(1.0).38         3.02274     2.51097     0.701811     1.41086     2.15041     3.81176     10.394    0.0909716
pos_alpha(0.0)            0.479124     1.21081     -1.78558   -0.298219    0.449378     1.25423    2.93073    0.0510088
pos_alpha(0.2)            0.925384     1.30725     -1.46572   0.0285298    0.870693     1.76442    3.60513    0.0632679
pos_alpha(1.0)             1.95817    0.754617     0.586771     1.43823     1.92974     2.42344    3.54091    0.0369188
pos_alpha(1.1)             1.28296    0.737042    -0.109247    0.775119     1.25288     1.76913    2.78636    0.0303743
pos_alpha(1.2)             2.20865     0.83331     0.656922     1.64279     2.19348     2.74568     3.9292    0.0366857
pos_alpha_std              3.17192    0.561945      2.26374     2.78591     3.10835     3.48321    4.50244    0.0419401
pos_alpha_subj(0.0).39     3.28685     2.08938     0.342849     1.76597     2.90901     4.43557    8.38379    0.0775411
pos_alpha_subj(0.2).39     1.20761     3.57436     -4.57011    -1.63969     1.19769     3.53984    8.57357     0.256958
pos_alpha_subj(0.0).40    -1.89604     3.82783     -7.86356    -4.80384    -2.80126    0.892082    6.09371     0.245858
pos_alpha_subj(0.2).40    0.652554     3.34179     -2.95186    -2.15857   -0.915247     3.09913    8.43038     0.198876
pos_alpha_subj(0.0).41     -1.3628     3.48425     -6.88776    -3.82226    -2.12698    0.999938    6.30036     0.168317
pos_alpha_subj(0.2).41    -0.67513     4.28887     -7.81147    -4.17795   -0.769349     2.52197    7.69533     0.165503
pos_alpha_subj(0.0).42     2.18966     2.11436    -0.662622    0.717891     1.68121     3.21342    7.44582    0.0755297
pos_alpha_subj(0.2).42     3.68564      2.4674    -0.742928     2.09083     3.60763     5.17191    9.17986     0.088078
pos_alpha_subj(0.0).43    -3.24706    0.247448     -3.74879    -3.41105    -3.24383      -3.082   -2.78346    0.0162058
pos_alpha_subj(0.2).43    -1.98906    0.342949     -2.59617    -2.22981    -2.00096    -1.77292   -1.25653    0.0160929
pos_alpha_subj(0.0).44   0.0216238     1.36228     -1.50313   -0.826326   -0.263613    0.460545    4.00979    0.0621507
pos_alpha_subj(0.2).44    -1.12291    0.355512     -1.75278    -1.37093    -1.14299   -0.888341  -0.363584    0.0162882
pos_alpha_subj(0.0).45     2.95779     2.02334      0.29011     1.42781     2.55974     4.17272    7.82365     0.067488
pos_alpha_subj(0.2).45    0.758391     1.39692    -0.502348  -0.0121837    0.397393     0.95086    4.87185    0.0616596
pos_alpha_subj(0.0).46    -2.24174    0.683333     -3.30512    -2.69731    -2.29395    -1.87733  -0.905646    0.0447204
pos_alpha_subj(0.2).46     2.11798     2.07444    -0.376491    0.729065     1.50906     2.94551    7.52177    0.0758281
pos_alpha_subj(0.0).47     2.76981     1.98552     0.229709     1.34052     2.29291     3.71675    7.75323    0.0665925
pos_alpha_subj(0.2).47     3.06392     2.00716     0.493711     1.60249     2.57067      4.0471    8.34749    0.0741371
pos_alpha_subj(0.0).48     2.70555     1.90675     0.416956     1.38965     2.14742     3.61417    7.52768    0.0763222
pos_alpha_subj(0.2).48     2.59193     2.05589     0.113348     1.11064     2.02946     3.60424    8.05152    0.0778875
pos_alpha_subj(1.0).1     -1.19634    0.351007      -1.8354    -1.42318    -1.21675   -0.979377   -0.46007    0.0151811
pos_alpha_subj(1.1).1      2.11664     2.20249    -0.583257    0.424076     1.59469     3.24556    7.86219    0.0786113
pos_alpha_subj(1.2).1     -1.63071    0.611458     -2.84552    -2.02863    -1.59624    -1.22278  -0.487143    0.0366168
pos_alpha_subj(1.0).2      1.77025     3.62259     -5.72747   -0.202576      2.0854     4.10764    8.41452     0.132821
pos_alpha_subj(1.1).2     0.027589     3.97282     -7.25677    -3.11558    0.442435     2.88292    7.35124     0.201662
pos_alpha_subj(1.2).2      1.16253     3.96463     -6.42769    -1.55449     1.52979     3.78506    8.60266     0.152085
pos_alpha_subj(1.0).3     -1.52141    0.491885     -2.50165    -1.86749     -1.5198     -1.1934  -0.527695    0.0197244
pos_alpha_subj(1.1).3    -0.388192    0.576233     -1.29578   -0.742127    -0.43664   -0.117728   0.826814    0.0193826
pos_alpha_subj(1.2).3      4.76582     2.11681      1.65373     3.25957     4.40564      5.9451    10.0677    0.0638184
pos_alpha_subj(1.0).4      4.43136     2.26766      1.07982     2.82673     4.04306     5.72484    9.63601    0.0795245
pos_alpha_subj(1.1).4     0.448632      1.2247    -0.901592    -0.22322     0.21127    0.782221    3.46936    0.0426101
pos_alpha_subj(1.2).4     0.731664     1.10611     -0.37201    0.154977    0.483585    0.915744    4.05671     0.040905
pos_alpha_subj(1.0).5     0.772653    0.611331    -0.113207    0.384067    0.686618     1.04842    2.16996    0.0161719
pos_alpha_subj(1.1).5     0.895358     1.07903    -0.338055    0.293558    0.672318      1.1704    3.93702    0.0323182
pos_alpha_subj(1.2).5     -0.56454    0.438165     -1.24224   -0.862008   -0.624106   -0.333321   0.495402    0.0164618
pos_alpha_subj(1.0).6      3.50801     2.13103     0.692215     1.92605     3.02536     4.67184    8.61551    0.0727214
pos_alpha_subj(1.1).6       4.7103     2.10246      1.77585     3.23225     4.28031     5.74812    9.87198    0.0742371
pos_alpha_subj(1.2).6      2.26602     2.06975   -0.0279129    0.837945     1.63655     3.04934    7.73596      0.07972
pos_alpha_subj(1.0).7      1.47197     2.82303     -2.37058    -0.93538     1.07576     3.20878    8.05059     0.159529
pos_alpha_subj(1.1).7     -1.57364    0.400062     -2.33042    -1.83089    -1.58504    -1.32832  -0.736274    0.0217668
pos_alpha_subj(1.2).7      1.26771      3.7111     -5.59888     -1.4102     1.37286     3.79583    8.43337     0.129983
pos_alpha_subj(1.0).8     0.906825     3.95368     -6.05861    -2.38147     1.24082     3.71201    8.38388     0.176888
pos_alpha_subj(1.1).8      2.33011     2.30886    -0.688634    0.647508     1.73444     3.51931    8.10754    0.0763173
pos_alpha_subj(1.2).8     -1.16174    0.697484     -2.53922    -1.58641    -1.14832   -0.727108   0.104186    0.0236029
pos_alpha_subj(1.0).9      1.53591     1.38488     0.184089    0.723996     1.14057     1.79144    6.05089    0.0517535
pos_alpha_subj(1.1).9      4.64342     2.00404      1.75832      3.1769     4.29371      5.7125    9.80533    0.0593076
pos_alpha_subj(1.2).9      4.58076     2.22799      1.14067     2.95451     4.23762     5.89206    9.57763    0.0606308
pos_alpha_subj(1.0).10      2.1552     3.13837     -4.17702    0.248097     2.09593     4.11223    8.53253    0.0882706
pos_alpha_subj(1.1).10    0.667271     4.01209     -7.01002    -1.91374    0.953208      3.2963     7.9301      0.16145
pos_alpha_subj(1.2).10     1.27055     3.74699     -5.94873    -1.21952      1.4586     3.84677    8.32438     0.141591
pos_alpha_subj(1.0).11     3.66961     2.12575     0.893506     2.08706     3.18621     4.78428    8.94361    0.0745383
pos_alpha_subj(1.1).11      3.7366     2.11611     0.919002     2.10747     3.29574     4.91507    8.92164    0.0735191
pos_alpha_subj(1.2).11     4.85314      2.3242      1.62296     3.21117     4.41816     6.09692    10.4483    0.0769997
pos_alpha_subj(1.0).12     3.45037     2.31892     0.116503     1.73624     3.03349     4.81623    9.07678     0.067071
pos_alpha_subj(1.1).12   -0.155957      3.5739     -6.20341    -2.70023   -0.589549     2.12871    7.80079     0.117859
pos_alpha_subj(1.2).12     1.28428     4.05405     -6.94033    -1.33931     1.56203     4.15746     8.6271     0.153326
pos_alpha_subj(1.0).13     4.87792     2.14034      1.73499     3.31317       4.594     6.09528    9.96834    0.0647278
pos_alpha_subj(1.1).13  -0.0282412    0.631114    -0.861243   -0.379725  -0.0898436    0.222711    1.00315    0.0266416
pos_alpha_subj(1.2).13     2.26747     2.08249     0.123284    0.950983     1.57927     2.86422    7.94362    0.0707897
pos_alpha_subj(1.0).14   -0.495894    0.298596     -1.03589   -0.705069   -0.511412   -0.298456   0.103223    0.0085767
pos_alpha_subj(1.1).14     2.41243     1.75356     0.499412     1.24047     1.87259     3.08126    7.27463    0.0664265
pos_alpha_subj(1.2).14     4.23764     2.20359      1.01912     2.61206     3.90128     5.50834    9.41676     0.065718
pos_alpha_subj(1.0).15   -0.417039     2.12327     -2.52873    -1.70075    -1.13858   0.0531411    5.65988     0.101468
pos_alpha_subj(1.1).15     2.46955     2.44685    -0.898835    0.498488     2.16135     3.92812    8.14814    0.0897685
pos_alpha_subj(1.2).15       2.704     2.15975     0.224126     1.14678     2.08548     3.63507    8.42413    0.0770137
pos_alpha_subj(1.0).16   -0.607256    0.407117     -1.33554   -0.885012   -0.627899   -0.356325   0.267552    0.0147424
pos_alpha_subj(1.1).16     -1.0351    0.330014     -1.64715    -1.25729    -1.05205   -0.813421  -0.368704    0.0136347
pos_alpha_subj(1.2).16   -0.743584    0.263088     -1.25529   -0.913116   -0.748418     -0.5726  -0.235552   0.00682214
pos_alpha_subj(1.0).17     3.13412     2.37672     0.329314     1.35906     2.53519     4.25756    9.60588    0.0922854
pos_alpha_subj(1.1).17      2.9818     2.36541    -0.367721     1.17266     2.62606     4.36844    8.37799    0.0872429
pos_alpha_subj(1.2).17     4.54644     2.07466      1.59962     2.96643     4.24107     5.72121    9.50642    0.0706339
pos_alpha_subj(1.0).18     4.45851     2.16619      1.39333     2.90386     4.02052     5.51322    9.70119    0.0707475
pos_alpha_subj(1.1).18     4.74442     1.98545      1.92979     3.33303     4.36616     5.76132    9.73674    0.0701182
pos_alpha_subj(1.2).18      3.6045     2.32421     0.535224     1.87256      3.1016     4.87939    9.11643    0.0790406
pos_alpha_subj(1.0).19     3.87783     2.22724     0.930787     2.15406     3.38175     5.17862    9.22455    0.0800121
pos_alpha_subj(1.1).19     2.67212     1.89103     0.448526     1.37132      2.1095       3.442    7.84268    0.0698112
pos_alpha_subj(1.2).19     3.74277     2.42177     0.491431     1.88882      3.2777     5.10343    9.45753    0.0876924
pos_alpha_subj(1.0).20   -0.348499     3.55759     -6.00329    -2.98062     -0.9085      2.0875    7.10548     0.153041
pos_alpha_subj(1.1).20    0.657035      3.9175     -7.01419    -2.05475     1.04745     3.30715    7.91631     0.170863
pos_alpha_subj(1.2).20     2.31497     3.51928     -5.10713    0.221416      2.3892     4.45949    9.57469     0.112003
pos_alpha_subj(1.0).21     2.38189     1.88458     0.316675     1.08207     1.78629     3.19739    7.42156    0.0733063
pos_alpha_subj(1.1).21     3.19511     2.09106     0.532698     1.65589      2.7115     4.30606    8.46008    0.0714098
pos_alpha_subj(1.2).21     3.88268     2.17169      1.10906     2.23644     3.42141     4.97219    9.20371    0.0770742
pos_alpha_subj(1.0).22     1.95736     1.87697     0.164765    0.832676     1.35551     2.34078      7.244    0.0752138
pos_alpha_subj(1.1).22   -0.481486    0.248765    -0.940296   -0.650636   -0.489101    -0.31536  0.0301297    0.0071765
pos_alpha_subj(1.2).22     4.00535     2.31927    0.0457943     2.36705     3.78687     5.42861    9.09734    0.0719257
pos_alpha_subj(1.0).23    0.487593     1.08489    -0.816413  -0.0922405    0.306611    0.795363    3.40984    0.0355934
pos_alpha_subj(1.1).23    -7.23822     1.33632     -10.5965    -7.83602    -6.96999    -6.32597   -5.44087    0.0476094
pos_alpha_subj(1.2).23     4.14171     2.24656      1.13265     2.46472     3.71912     5.30027     9.5151     0.076236
pos_alpha_subj(1.0).24     4.35144     2.12653      1.40201     2.74943     3.99837     5.47959    9.49856    0.0662192
pos_alpha_subj(1.1).24     2.29994     1.74264     0.440477     1.13839     1.76251     2.81812    7.09126    0.0666994
pos_alpha_subj(1.2).24    0.355936    0.236952   -0.0839024    0.191135    0.345209    0.515217   0.843742   0.00575348
pos_alpha_subj(1.0).25     2.00042     3.26507     -4.04411   -0.265074     1.87963     4.06167    8.99578     0.114821
pos_alpha_subj(1.1).25    0.943264     2.91191      -3.7831     -1.0026    0.997995     2.75953     7.1006     0.204756
pos_alpha_subj(1.2).25     2.52576      2.6486     -1.11467    0.431219     2.02526     4.10753    8.91022     0.112663
pos_alpha_subj(1.0).26    -3.06235    0.557385     -4.00997    -3.40971    -3.10098    -2.79024   -1.92083    0.0370943
pos_alpha_subj(1.1).26     1.30332     1.63674    -0.279916    0.365294    0.829544     1.58671    6.53275    0.0567708
pos_alpha_subj(1.2).26     1.20554     1.71397    -0.234608    0.358157    0.770498     1.38125    6.42719    0.0835064
pos_alpha_subj(1.0).27      4.4025     2.23934      1.03193     2.74886     4.07362     5.72576    9.91125    0.0776902
pos_alpha_subj(1.1).27   -0.100045     3.63349     -6.74796    -2.69598   -0.420482     2.51689     7.0523     0.106768
pos_alpha_subj(1.2).27     1.18236     3.96479     -6.14636    -1.88362     1.42829     4.03648    8.67602     0.144338
pos_alpha_subj(1.0).28     3.40202     2.33323     0.302629     1.64005     2.90153      4.7533    9.12934    0.0713117
pos_alpha_subj(1.1).28    0.650096      2.0891     -1.44383   -0.724548  -0.0152723     1.33557    6.62283    0.0940928
pos_alpha_subj(1.2).28     4.65501      2.1244      1.52703      3.1387     4.32343      5.8125    9.40593       0.0654
pos_alpha_subj(1.0).29     4.00123     2.20966     0.871408     2.30893     3.62696     5.26086    9.13428    0.0784853
pos_alpha_subj(1.1).29     3.93015     2.14275     0.730014     2.36638     3.60248     5.16249    9.01527     0.070358
pos_alpha_subj(1.2).29    0.960262     3.70728     -5.11285    -2.11678    0.978057     3.52371    8.51471     0.154992
pos_alpha_subj(1.0).30     5.11909     2.04273      2.07681     3.62878     4.76361     6.29081     9.8787    0.0681849
pos_alpha_subj(1.1).30     4.93708     1.83379       2.2409     3.59459     4.64272     5.97929    9.26617    0.0579468
pos_alpha_subj(1.2).30     2.48896      2.2629    -0.173034    0.811746     1.81266     3.61144    8.31084     0.083711
pos_alpha_subj(1.0).31     2.97834      2.2501     0.304321     1.34794     2.38841     4.04158    8.68996    0.0778911
pos_alpha_subj(1.1).31   -0.224466    0.274827    -0.730616   -0.417563   -0.234308  -0.0456982   0.334648   0.00682055
pos_alpha_subj(1.2).31     4.60483     2.23796      1.41771      2.9242     4.21335     5.80343    10.0756    0.0800169
pos_alpha_subj(1.0).32    0.345229     3.78498     -6.78478    -2.02869     0.01865     2.85472     8.4405     0.160397
pos_alpha_subj(1.1).32    0.908842     3.42335     -5.75768    -1.42749    0.890059     3.19055    7.63812     0.104855
pos_alpha_subj(1.2).32     1.53284     3.88077     -6.46284    -1.07538     2.11937     4.13515     8.3721     0.166768
pos_alpha_subj(1.0).33     3.00318     2.79001     -2.11026     1.10115     2.82643     4.71405    9.04968     0.086575
pos_alpha_subj(1.0).34    0.764668     4.03513     -6.40716    -2.58018    0.930047     3.67707    8.41926     0.175759
pos_alpha_subj(1.0).35   -0.583516     2.84945     -3.98356    -2.83869    -1.31879     1.10092    6.39244     0.200032
pos_alpha_subj(1.0).36     2.88971     2.13299     0.217565       1.305     2.33759     4.01331    8.44433     0.073891
pos_alpha_subj(1.0).37     4.26446     2.00174      1.45943     2.73174     3.80616     5.50368    8.97952    0.0621757
pos_alpha_subj(1.0).38     2.85661     2.20311     0.249686     1.24916      2.2339     3.89763    8.43623    0.0720665
